disbursed_amount,asset_cost,ltv,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,SEC.NO.OF.ACCTS,SEC.ACTIVE.ACCTS,SEC.OVERDUE.ACCTS,SEC.CURRENT.BALANCE,SEC.SANCTIONED.AMOUNT,SEC.DISBURSED.AMOUNT,PRIMARY.INSTAL.AMT,SEC.INSTAL.AMT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,NO.OF_INQUIRIES,loan_default
42610,65070,68.23,3,1,0,235156,360000,360000,0,0,0,0,0,0,11018,0,0,0,0,1
56013,91194,63.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53249,63600,89.62,5,3,0,343991,964840,964840,0,0,0,0,0,0,1855,0,0,0,0,0
55099,75959,73.72,4,4,1,127519,481000,481000,0,0,0,0,0,0,11475,0,0,0,1,1
44409,62355,75.37,11,6,0,229078,302055,304037,0,0,0,0,0,0,2587,0,1,0,0,0
56159,72421,79.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57993,76991,79.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64182,76900,84.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80686,104120,79.72,5,1,0,7975,15950,15950,0,0,0,0,0,0,0,0,0,0,0,0
41394,76794,55.99,2,1,0,221760,260000,260000,0,0,0,0,0,0,0,0,0,0,0,1
55500,72345,79.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60167,78220,79.54,1,1,0,23330,23330,23330,0,0,0,0,0,0,0,0,1,0,0,0
60947,101258,62.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54599,73586,76.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64213,72622,89.5,15,8,1,253003,476999,476999,0,0,0,0,0,0,7636,0,1,1,0,0
53303,70189,78.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61647,69747,89.9,2,0,0,0,0,0,0,0,0,0,0,0,1642,0,0,0,0,0
36939,55000,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48000,66530,75.15,1,1,0,18680,20000,20000,0,0,0,0,0,0,1900,0,1,0,0,0
62800,75800,84.24,2,2,1,2912,16512,16512,0,0,0,0,0,0,1375,0,0,0,1,0
45849,60037,79.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51078,63011,84.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69817,94792,74.9,1,1,0,499397,400000,400000,0,0,0,0,0,0,0,0,0,0,0,0
42139,79339,55.46,1,1,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0
66169,103459,64.76,5,5,0,577577,848100,848035,0,0,0,0,0,0,3849,0,0,0,0,0
63031,81153,79.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43394,77309,56.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56013,69303,83.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71073,84993,88.24,2,1,0,177,0,0,0,0,0,0,0,0,1662,0,0,0,0,0
41864,58650,72.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70123,96230,74.82,13,3,2,35801,305000,305000,0,0,0,0,0,0,9443,0,0,0,0,0
62360,75476,84.99,1,0,0,0,0,0,0,0,0,0,0,0,833,0,0,0,0,0
52703,64806,83.94,12,2,0,11376,29980,29980,0,0,0,0,0,0,2003,0,2,0,1,0
54513,67862,82.52,1,0,0,0,0,0,0,0,0,0,0,0,1457,0,0,0,0,1
62659,74800,89.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52778,67353,79.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55459,73455,78.28,6,2,0,38891,43637,43637,0,0,0,0,0,0,9911,0,1,0,1,0
42322,65243,68.97,1,1,0,315331,505000,505000,0,0,0,0,0,0,0,0,0,0,0,0
58109,69735,85.47,1,1,0,3750,45000,45000,0,0,0,0,0,0,0,0,0,0,0,1
51803,63040,84.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60147,72608,84.84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51478,61015,86.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60213,71228,87.04,9,4,0,184690,219000,227957,0,0,0,0,0,0,0,0,1,0,0,0
66882,77481,89.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45749,77316,60.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56813,70668,82.5,1,1,0,257631,300000,300000,0,0,0,0,0,0,3428,0,0,0,0,0
27529,66500,43.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62373,74862,84.82,27,2,0,8242,55990,55990,0,0,0,0,0,0,2617,0,1,0,2,1
53959,73900,75.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56209,67000,85.0,5,1,1,0,593582,593582,0,0,0,0,0,0,3541,0,0,0,0,0
48283,70877,71.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64213,98979,65.67,1,1,0,4850,9461,9461,0,0,0,0,0,0,1743,0,1,0,1,0
47349,66150,73.77,3,2,0,514358,783800,783800,0,0,0,0,0,0,0,0,0,0,0,0
46049,63669,74.92,7,6,0,125004,336240,336240,0,0,0,0,0,0,0,0,0,0,0,0
53728,67000,82.09,1,0,0,0,0,0,0,0,0,0,0,0,1769,0,0,0,0,0
72817,108636,68.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50518,72180,73.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62182,71600,88.81,1,1,0,12590,20000,21212,0,0,0,0,0,0,0,0,0,0,0,0
57459,72305,80.49,1,1,0,5058,7461,7461,0,0,0,0,0,0,1375,0,1,0,1,0
61147,70141,88.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33484,72958,46.6,4,4,0,102022,135482,135482,0,0,0,0,0,0,71594,0,3,0,1,0
58413,100570,60.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48849,60835,82.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49403,66000,77.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53069,75099,73.24,8,2,0,13351,64898,64898,0,0,0,0,0,0,14144,0,1,0,2,0
49303,64019,79.66,2,1,0,209408,256000,256000,0,0,0,0,0,0,6149,0,0,1,0,1
58013,79053,75.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43394,63524,70.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61213,71912,86.22,2,1,1,33473,70000,70000,0,0,0,0,0,0,1683,0,0,1,2,1
51078,77160,68.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37439,74237,52.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54759,71318,79.22,1,1,0,2488,7464,7464,0,0,0,0,0,0,1244,0,1,0,0,0
48443,71689,72.54,11,1,0,8750,52500,52500,0,0,0,0,0,0,0,0,0,0,0,0
65882,80500,83.23,21,7,2,112685,251651,251651,0,0,0,0,0,0,22257,0,3,2,5,1
43210,79670,55.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59014,70300,85.0,1,0,0,0,0,0,0,0,0,0,0,0,34000,0,0,0,0,0
50303,71482,71.35,1,1,0,4317,12961,12961,0,0,0,0,0,0,2161,0,1,0,1,0
71817,91507,79.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50743,70168,75.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37439,62081,62.82,6,4,2,479858,525900,525900,0,0,0,0,0,0,10225,0,2,0,1,0
58259,97861,60.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59349,96142,64.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47474,57323,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55559,68271,84.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40694,72907,58.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43144,77750,56.27,7,2,1,0,725000,725000,0,0,0,0,0,0,0,0,0,0,0,1
57759,75689,77.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40394,69978,58.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31484,60499,54.55,4,1,0,673292,901500,901500,0,0,0,0,0,0,33630,0,0,0,1,0
44849,60130,75.67,5,3,1,793971,959000,959000,0,0,0,0,0,0,173245,0,0,1,0,0
33774,66878,55.32,4,2,0,525496,700000,700000,0,0,0,0,0,0,21252,0,0,0,0,0
54213,62287,89.91,5,2,0,54675,71561,71561,0,0,0,0,0,0,6947,0,1,0,1,1
86412,117200,74.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52303,99129,54.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53003,69901,77.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55513,67262,84.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33495,70605,48.94,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
37446,72500,53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46749,69375,69.19,5,4,0,27819,71200,71200,0,0,0,0,0,0,2520,0,3,0,0,0
53303,78767,68.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51903,72743,72.31,1,1,0,0,45000,7041,0,0,0,0,0,0,0,0,0,0,0,0
50278,59345,88.47,22,5,3,1766592,1854779,1858699,0,0,0,0,0,0,32378,0,1,0,0,0
57259,73508,80.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42394,72787,60.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55438,68938,85.0,3,2,1,65163,409000,409000,0,0,0,0,0,0,10864,0,0,0,0,1
36439,72704,51.58,3,1,0,123195,200000,200000,0,0,0,0,0,0,6791,0,0,0,0,0
73123,113416,66.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93690,121002,78.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60781,77745,79.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68582,84100,83.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46179,63155,74.42,2,0,0,0,0,0,0,0,0,0,0,0,136878,0,0,0,0,1
52303,64336,83.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31484,68023,48.51,11,3,1,15061,55520,41047,0,0,0,0,0,0,2255,0,0,0,0,0
46369,65796,74.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60213,82560,75.1,11,6,0,1086661,1343419,1343419,0,0,0,0,0,0,20938,0,3,0,0,1
63613,82832,78.47,1,1,0,10759,16139,16139,0,0,0,0,0,0,2690,0,1,0,1,0
45949,69045,68.07,1,1,0,5602523,5676000,5676000,0,0,0,0,0,0,0,0,0,0,0,0
35639,64100,57.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43225,62150,74.01,2,1,0,77,77,77,0,0,0,0,0,0,0,0,0,0,0,0
47145,65985,74.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70432,170532,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52078,69006,76.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49753,72786,72.13,10,3,0,43804,95000,95000,0,0,0,0,0,0,12662,0,1,0,4,0
50303,67660,76.26,6,2,0,9427,35532,8046,0,0,0,0,0,0,2682,0,0,0,0,0
43094,69986,63.87,4,1,0,256620,280000,280000,0,0,0,0,0,0,92350,0,0,0,0,0
60213,100073,60.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35775,63768,58.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66469,80090,84.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42994,55650,80.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46849,58500,82.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63213,77725,83.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72317,83007,89.15,4,2,0,965453,1050000,1050000,0,0,0,0,0,0,23070,0,1,0,1,0
98358,146868,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128316,175723,75.53,3,1,1,14660,21990,21990,0,0,0,0,0,0,0,0,1,0,0,0
40710,52596,79.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
37739,47136,82.74,35,14,2,2020611,2725700,2725700,0,0,0,0,0,0,1327130,0,4,1,0,0
50499,70227,74.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53078,74500,73.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44666,53560,84.99,23,5,1,163614,321200,321200,0,0,0,0,0,0,578187,0,1,0,1,0
46549,80086,59.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30484,63328,50.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66169,105285,64.59,2,1,0,183093,200000,200000,0,0,0,0,0,0,12358,0,1,0,1,0
49349,67935,73.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54028,63350,86.82,10,4,0,113232,124812,124812,0,0,0,0,0,0,8976,0,2,0,2,0
42324,60848,71.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72118,119270,63.34,8,4,1,931324,1002100,1002100,0,0,0,0,0,0,95,0,1,0,1,0
61213,100522,62.67,1,1,0,6901,13461,13461,0,0,0,0,0,0,2480,0,1,0,1,0
44409,68638,68.48,1,1,0,-10,20000,20000,0,0,0,0,0,0,555,0,0,0,0,0
58297,92828,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47800,67047,74.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52603,71781,75.09,1,1,0,1826,10961,10961,0,0,0,0,0,0,1909,0,1,0,1,0
66382,91400,74.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52078,67244,80.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43905,57464,83.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41710,57448,74.85,4,2,0,598932,634502,640060,0,0,0,0,0,0,62575,0,2,1,0,0
31484,57714,57.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52800,70743,76.33,2,2,1,16000,51660,51660,0,0,0,0,0,0,3495,0,1,1,0,0
66282,111841,61.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66000,75477,89.43,4,1,1,60000,60000,60000,0,0,0,0,0,0,60000,0,0,0,0,0
56259,64860,87.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54003,70000,78.57,12,9,0,287943,661328,598324,0,0,0,0,0,0,6360,0,4,0,1,0
55259,63550,89.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58493,75658,80.63,2,2,0,134248,123000,123000,0,0,0,0,0,0,0,0,0,0,0,1
51723,68700,78.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
65882,75601,88.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44849,61270,74.26,2,1,0,59290,125000,125000,2,2,0,460049,515200,515200,0,11835,1,0,0,0
61867,75767,83.04,3,3,0,583015,749283,649283,0,0,0,0,0,0,0,0,1,0,0,0
65169,73935,89.27,4,1,0,4297721,4300000,4300000,0,0,0,0,0,0,87129,0,1,0,1,0
46474,59624,83.56,1,1,0,323428,300000,300000,0,0,0,0,0,0,0,0,0,0,0,0
80686,102526,79.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60487,82853,75.0,1,1,0,797859,1100000,1100000,0,0,0,0,0,0,18261,0,0,0,0,0
51478,71476,74.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54759,67968,81.66,3,1,1,194387,200000,200000,0,0,0,0,0,0,5844,0,1,1,0,1
31484,89411,35.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42310,60899,73.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56259,100931,57.47,4,2,0,11275,27200,27200,0,0,0,0,0,0,0,0,1,0,0,0
60000,72173,84.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
77066,110662,72.62,20,2,0,48214,58000,58000,0,0,0,0,0,0,47996,0,1,0,1,0
55259,67637,84.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49803,75400,68.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42394,104817,41.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52903,77691,70.28,2,1,0,50163,50000,50000,0,0,0,0,0,0,1900,0,0,0,0,0
49763,72879,71.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63165,115452,56.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43394,66068,66.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57605,69231,85.0,2,0,0,0,0,0,0,0,0,0,0,0,4264,0,0,0,0,0
57759,68887,84.92,1,0,0,0,0,0,0,0,0,0,0,0,1883,0,0,0,0,0
50753,66115,83.19,2,2,0,13399,18349,18349,0,0,0,0,0,0,0,0,2,0,0,0
59259,72458,82.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43394,64545,69.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62747,85397,74.94,4,1,0,411826,450000,450000,0,0,0,0,0,0,4343,0,0,0,0,1
57500,74000,79.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49803,62300,81.54,1,1,0,138701,172000,172000,0,0,0,0,0,0,1865,0,0,0,0,0
65882,75000,89.33,4,3,0,7970,42970,42970,0,0,0,0,0,0,4852,0,1,0,0,0
57259,95400,61.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39894,67983,60.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58159,74492,79.87,1,0,0,0,0,0,0,0,0,0,0,0,1434,0,0,0,0,1
44349,55643,82.67,6,3,2,61222,113500,113500,0,0,0,0,0,0,3392,0,0,2,0,0
49349,63809,78.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68377,80270,89.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64782,73756,89.48,1,1,0,4307,42000,42000,0,0,0,0,0,0,0,0,0,0,0,1
77079,106500,74.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32794,68825,50.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58947,71315,85.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55259,69000,82.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68069,86956,79.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34200,63591,55.04,9,5,0,69954,110280,110280,0,0,0,0,0,0,5663,0,2,1,3,0
42544,67981,64.72,2,1,0,10748,21500,21500,0,0,0,0,0,0,2688,0,1,0,0,0
72917,93065,79.62,19,9,0,1962762,2072709,2072709,0,0,0,0,0,0,19242,0,2,2,0,0
49803,72043,71.49,1,1,0,86141,90000,90000,0,0,0,0,0,0,90000,0,0,0,0,0
61213,73177,84.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58513,73026,82.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72632,106943,69.67,1,0,0,0,0,0,0,0,0,0,0,0,8367,0,0,0,0,0
30484,42940,74.52,4,3,0,67730,66432,66430,0,0,0,0,0,0,0,0,1,0,0,1
60690,73000,84.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54663,70060,79.79,0,0,0,0,0,0,1,1,0,36007,53200,53200,0,2782,0,0,0,0
69317,79200,89.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67282,93996,73.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56233,69850,83.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34739,49600,72.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58713,75995,79.61,1,1,0,60500,60500,60500,0,0,0,0,0,0,0,0,1,0,0,0
31804,60415,56.28,4,1,0,324338,376000,376000,0,0,0,0,0,0,26821,0,0,1,0,0
64882,74574,88.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54959,66700,83.96,1,0,0,0,0,0,0,0,0,0,0,0,1665,0,0,0,0,0
46849,64162,74.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53703,65286,84.24,1,1,0,3478,6961,6961,0,0,0,0,0,0,1213,0,1,0,1,0
43394,58530,75.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61213,73173,84.73,4,4,0,265341,283066,283066,0,0,0,0,0,0,0,0,3,0,1,0
45767,62578,78.94,6,2,1,134297,53900,53900,0,0,0,0,0,0,0,0,1,0,0,0
33719,74948,48.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68169,104900,66.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59213,68014,89.69,16,6,1,127228,179847,179847,0,0,0,0,0,0,11754,0,2,0,2,0
57259,66821,86.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58847,81900,74.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51103,69350,74.69,3,3,0,2771372,2823818,2823818,0,0,0,0,0,0,7040,0,1,0,0,0
51303,68000,77.21,2,1,0,10255,49600,49600,0,0,0,0,0,0,2037,0,0,0,0,0
49803,57200,89.16,3,2,0,436669,546000,546000,0,0,0,0,0,0,3100,0,1,0,3,1
63969,77004,85.45,1,0,0,0,0,0,0,0,0,0,0,0,2467,0,0,1,0,0
53723,71190,77.15,4,3,0,75218,114828,114828,0,0,0,0,0,0,7890,0,2,0,0,0
59259,76000,78.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53078,61848,88.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50733,99736,53.64,36,8,1,1329012,1478000,1478000,0,0,0,0,0,0,1534898,0,4,0,0,0
60013,69150,87.92,5,4,0,309934,878000,878000,0,0,0,0,0,0,0,0,0,0,0,0
70817,80042,89.95,1,0,0,0,0,0,0,0,0,0,0,0,1157,0,0,0,0,0
61613,75000,83.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78251,118567,67.47,3,2,1,28415,108630,108630,0,0,0,0,0,0,3945,0,1,0,0,1
50803,68536,76.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71317,91082,80.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59259,77155,77.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56823,87079,68.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52838,60866,89.97,1,1,1,89683,250000,250000,0,0,0,0,0,0,88464,0,0,1,0,0
38439,49760,78.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55659,70795,80.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52303,72598,74.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53303,69633,78.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64810,78020,88.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54373,71986,79.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36911,62823,60.12,5,1,0,1375,16500,16500,0,0,0,0,0,0,0,0,0,0,0,0
65299,100876,67.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88901,116529,79.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66000,84050,79.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50303,74766,69.55,8,4,1,47537,425416,425416,0,0,0,0,0,0,14878,0,0,0,0,0
81386,119720,69.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57629,71868,81.7,12,2,0,1835984,1893005,1893005,0,0,0,0,0,0,0,0,1,0,0,0
45466,65917,74.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70623,89600,80.36,5,2,0,26419,62539,62539,0,0,0,0,0,0,219623,0,1,0,0,0
32450,108740,31.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57609,75466,77.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40062,67000,62.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51303,63090,82.42,2,1,2,1321,42900,42900,0,0,0,0,0,0,1889,0,0,0,2,0
18944,74968,28.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45145,81500,57.67,3,1,1,6764,10000,10659,0,0,0,0,0,0,2827,0,0,1,0,0
49603,94600,53.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41524,70380,61.81,4,1,1,40748,40748,40748,0,0,0,0,0,0,4169,0,0,0,0,0
63213,100245,64.84,1,1,0,28064,34000,34000,0,0,0,0,0,0,0,0,1,0,0,0
50500,97392,53.91,1,1,0,179402,200000,200000,0,0,0,0,0,0,0,0,0,0,0,0
41113,67555,63.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54459,66437,84.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34261,82399,43.69,6,3,0,383154,438000,423580,0,0,0,0,0,0,0,0,2,0,0,0
34241,65292,53.61,1,1,0,43596,50000,50000,0,0,0,0,0,0,0,0,0,0,0,0
62713,71763,89.88,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45685,81542,58.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41394,76370,55.0,2,2,0,0,32399,32399,0,0,0,0,0,0,0,0,0,0,0,0
73751,111608,68.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51078,68768,77.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59713,72000,84.72,3,0,0,0,0,0,0,0,0,0,0,0,5759,0,0,0,0,0
